seed,allocation,speed,health,hunting,elements,farming,gathering,years,peak_population,final_population,tech_tier,end_state,dominant_temperament,buildings,wars,food,wood,stone,knowledge,wealth,influence,unrest,produced_food,consumed_food,spoiled_food,produced_wood,consumed_wood,births,deaths,combat_deaths,raids,trades,elections,coups,rivals_alive,trait_points_spent,techs_chosen
1000,duo-hunting+elements,3,3,8,8,3,3,0,55,0,0,COLLAPSE,NONE,0,0,0,349,0,3,13,36,0.000,15049,16919,0,349,0,1,56,0,0,4,0,0,4,10,0
1000,duo-hunting+farming,3,3,8,3,8,3,106,3261,3261,6,ASCENSION,ZEALOT,193,5,524894,512492,500501,1,81879,30982,0.000,100518701,42525715,57469961,536687,24195,4313,1107,273,21,2795,27,0,3,20,6
1000,duo-hunting+gathering,3,3,8,3,3,8,0,55,0,0,COLLAPSE,NONE,0,0,0,535,0,3,8,31,0.000,13756,15626,0,535,0,0,55,0,0,5,0,0,4,10,0
1000,duo-elements+farming,3,3,3,8,8,3,94,3340,3340,6,ASCENSION,PRAGMATIC,311,21,533105,375504,314433,1,94931,46121,0.000,75440183,33684627,41224320,410524,35020,3718,433,24,18,1978,24,0,2,19,6
1000,duo-elements+gathering,3,3,3,8,3,8,0,55,0,0,COLLAPSE,NONE,0,0,0,365,0,2,5,23,0.000,9139,11009,0,365,0,0,55,0,0,2,0,0,4,10,0
1000,duo-farming+gathering,3,3,3,3,8,8,84,1991,1991,6,ASCENSION,PASSIVE,198,5,258388,355645,366704,5,35158,34260,0.000,43248933,21307513,21684902,381955,26310,2384,448,1,7,2194,21,0,3,18,6
8919,naive-even,5,5,5,5,4,4,1,60,0,0,COLLAPSE,ZEALOT,0,0,0,0,828,8,202,59,0.009,26715,28585,0,0,0,6,61,0,0,2,1,0,3,10,0
8919,farmer,3,4,3,4,8,3,46,89,0,0,COLLAPSE,ZEALOT,0,0,327,0,4141,51,7523,1774,0.745,436041,361520,76062,0,0,55,110,0,2,369,12,0,2,11,0
8919,farm+elements,3,4,3,6,6,3,122,2865,2865,6,ASCENSION,PRAGMATIC,199,1,364985,426024,459720,16,187167,42296,0.000,68988886,31828935,36796835,444274,18250,3417,607,4,5,1628,31,0,2,19,6
8919,hardy,3,8,3,5,4,3,1,55,0,0,COLLAPSE,PASSIVE,0,0,0,0,535,6,36,47,0.012,18349,20219,0,0,0,2,57,0,0,0,1,0,4,8,0
8919,swift,8,4,3,3,5,3,7,75,0,0,COLLAPSE,PRAGMATIC,2,0,0,10,2719,24,1036,270,0.026,157505,155632,3742,55,45,29,84,0,0,65,2,0,2,8,0
8919,hunter,5,4,8,3,3,3,0,55,0,0,COLLAPSE,NONE,0,0,0,0,380,4,29,36,0.000,14726,16596,0,0,0,2,57,0,0,0,0,0,4,8,0
8919,warlike,4,3,7,3,6,3,102,1586,1585,6,ASCENSION,PRAGMATIC,235,0,304989,248635,211082,1,30094,19524,0.000,42250295,20240777,21706399,264965,16330,1920,390,0,0,1517,26,0,2,18,6
8919,scholar-ish,7,5,3,3,5,3,3,66,0,0,COLLAPSE,AMBITIOUS,0,0,0,11,1637,16,35,117,0.033,58877,60719,27,11,0,13,68,0,0,25,1,0,2,8,0
8919,weathered,3,4,3,8,5,3,6,60,0,0,COLLAPSE,PASSIVE,0,0,0,0,933,8,863,231,0.127,55995,57865,0,0,0,7,62,0,0,29,2,0,2,8,0
8919,bad,8,3,3,3,1,3,0,55,0,0,COLLAPSE,NONE,0,0,0,0,137,2,6,17,0.000,5894,7764,0,0,0,0,55,0,0,0,0,0,4,3,0
8919,pure-speed,8,4,3,3,4,3,1,57,0,0,COLLAPSE,PASSIVE,0,0,0,0,760,9,65,64,0.020,30496,32366,0,0,0,3,58,0,0,2,1,0,3,7,0
8919,pure-health,3,8,3,4,4,3,1,56,0,0,COLLAPSE,AMBITIOUS,0,0,0,0,497,5,33,39,0.005,14995,16865,0,0,0,1,56,0,0,0,1,0,4,7,0
8919,pure-hunting,3,4,8,3,4,3,0,55,0,0,COLLAPSE,NONE,0,0,0,0,478,4,25,36,0.000,15926,17796,0,0,0,0,55,0,0,0,0,0,4,7,0
8919,pure-elements,3,4,3,8,4,3,1,55,0,0,COLLAPSE,PASSIVE,0,0,0,0,463,4,13,39,0.004,16522,18392,0,0,0,0,55,0,0,0,1,0,4,7,0
8919,pure-farming,3,4,3,4,8,3,46,89,0,0,COLLAPSE,ZEALOT,0,0,327,0,4141,51,7523,1774,0.745,436041,361520,76062,0,0,55,110,0,2,369,12,0,2,11,0
8919,pure-gathering,3,4,3,3,4,8,0,55,0,0,COLLAPSE,NONE,0,0,0,0,625,3,8,32,0.000,13302,15172,0,0,0,0,55,0,0,0,0,0,4,7,0
8919,farm+gathering,3,4,3,3,6,6,118,2048,2048,6,ASCENSION,PRAGMATIC,214,2,374150,335683,327374,11,80202,56744,0.000,54087298,25232509,28482508,350983,15300,2579,586,1,6,1577,30,0,2,18,6
8919,solo-speed,8,4,4,4,4,4,5,67,0,0,COLLAPSE,PASSIVE,2,0,0,5,2082,17,1151,195,0.012,107039,108909,0,50,45,17,72,0,2,42,2,0,2,10,0
8919,solo-health,4,8,4,4,4,4,1,58,0,0,COLLAPSE,ZEALOT,0,0,0,0,656,7,115,53,0.008,21262,23132,0,0,0,4,59,0,0,0,1,0,3,10,0
8919,solo-hunting,4,4,8,4,4,4,1,55,0,0,COLLAPSE,AMBITIOUS,0,0,0,0,544,6,42,55,0.019,26267,28137,0,0,0,0,55,0,0,0,1,0,3,10,0
8919,solo-elements,4,4,4,8,4,4,1,55,0,0,COLLAPSE,AMBITIOUS,0,0,0,0,521,5,32,50,0.005,22468,24338,0,0,0,0,55,0,0,0,1,0,4,10,0
8919,solo-farming,4,4,4,4,8,4,113,2715,2715,6,ASCENSION,PASSIVE,227,6,508481,535016,403823,1,19213,37377,0.000,82816095,33132518,49176964,556131,21115,3309,649,1,6,1454,29,0,2,21,6
8919,solo-gathering,4,4,4,4,4,8,0,55,0,0,COLLAPSE,NONE,0,0,0,0,650,4,25,36,0.000,16619,18489,0,0,0,0,55,0,0,0,0,0,4,10,0
8919,duo-speed+health,8,8,3,3,3,3,1,56,0,0,COLLAPSE,ZEALOT,0,0,0,0,761,8,57,38,0.000,14499,16369,0,0,0,1,56,0,0,0,1,0,4,10,0
8919,duo-speed+hunting,8,3,8,3,3,3,1,57,0,0,COLLAPSE,NONE,0,0,0,0,541,8,55,39,0.000,17997,19867,0,0,0,2,57,0,0,0,0,0,4,10,0
8919,duo-speed+elements,8,3,3,8,3,3,1,55,0,0,COLLAPSE,NONE,0,0,0,0,499,6,40,39,0.000,16675,18545,0,0,0,1,56,0,0,0,0,0,4,10,0
8919,duo-speed+farming,8,3,3,3,8,3,120,2804,2804,6,ASCENSION,AMBITIOUS,201,3,469642,483016,460427,4,330049,48183,0.000,95642043,37226470,57947800,500666,17650,3526,777,12,6,2028,30,0,2,22,6
8919,duo-speed+gathering,8,3,3,3,3,8,0,55,0,0,COLLAPSE,NONE,0,0,0,0,736,5,33,33,0.000,14639,16509,0,0,0,0,55,0,0,0,0,0,4,10,0
8919,duo-health+hunting,3,8,8,3,3,3,0,56,0,0,COLLAPSE,NONE,0,0,0,0,404,4,26,34,0.000,12370,14240,0,0,0,1,56,0,0,0,0,0,4,10,0
8919,duo-health+elements,3,8,3,8,3,3,0,55,0,0,COLLAPSE,NONE,0,0,0,0,324,3,17,30,0.000,10344,12214,0,0,0,0,55,0,0,0,0,0,4,10,0
8919,duo-health+farming,3,8,3,3,8,3,97,2831,2831,6,ASCENSION,ZEALOT,306,0,436048,367495,332267,2,105103,40532,0.000,66323013,26648673,39240162,394695,27200,3320,544,0,0,1599,25,0,2,19,6
8919,duo-health+gathering,3,8,3,3,3,8,0,55,0,0,COLLAPSE,NONE,0,0,0,0,497,3,13,28,0.000,9562,11432,0,0,0,0,55,0,0,0,0,0,4,10,0
8919,duo-hunting+elements,3,3,8,8,3,3,0,55,0,0,COLLAPSE,NONE,0,0,0,0,329,3,8,30,0.000,12432,14302,0,0,0,0,55,0,0,0,0,0,4,10,0
8919,duo-hunting+farming,3,3,8,3,8,3,126,3011,3011,6,ASCENSION,ZEALOT,172,0,454471,543156,419504,12,228605,30512,0.000,91344333,37819961,53071770,554846,11690,3677,721,0,0,1929,32,0,2,22,6
8919,duo-hunting+gathering,3,3,8,3,3,8,0,55,0,0,COLLAPSE,NONE,0,0,0,0,467,2,6,25,0.000,10618,12488,0,0,0,0,55,0,0,0,0,0,4,10,0
8919,duo-elements+farming,3,3,3,8,8,3,122,3102,3102,6,ASCENSION,ZEALOT,191,25,560550,331153,309216,8,104498,47416,0.000,64835015,29341804,34934531,347343,16190,3626,579,4,6,1135,31,0,2,22,6
8919,duo-elements+gathering,3,3,3,8,3,8,0,55,0,0,COLLAPSE,NONE,0,0,0,0,356,1,5,20,0.000,7798,9668,0,0,0,0,55,0,0,0,0,0,4,10,0
8919,duo-farming+gathering,3,3,3,3,8,8,123,2765,2764,6,ASCENSION,AMBITIOUS,162,0,400679,611644,573703,6,177588,37434,0.000,80359781,32838987,47121984,623099,11455,3436,727,0,0,1849,31,0,2,22,6
16838,naive-even,5,5,5,5,4,4,8,107,0,0,CONQUEST,PASSIVE,6,0,0,114,1265,27,0,329,0.016,192382,194252,0,1824,1710,57,112,0,1,26,2,0,0,10,0
16838,farmer,3,4,3,4,8,3,107,2631,2631,6,ASCENSION,PRAGMATIC,557,0,394369,308936,298655,1,987190,135698,0.000,49018204,17010077,31615626,389726,80790,3259,683,0,5,34,27,0,0,17,6
16838,farm+elements,3,4,3,6,6,3,102,2436,2436,6,ASCENSION,PRAGMATIC,512,1,304666,280465,287759,5,944834,118272,0.000,32674691,15226075,17145819,353740,73275,2929,548,0,3,35,26,0,0,17,6
16838,hardy,3,8,3,5,4,3,38,56,0,0,COLLAPSE,AMBITIOUS,0,0,306,4,0,5,1788,1465,0.570,44745,39019,7290,599,595,1,56,0,0,91,10,1,1,11,0
16838,swift,8,4,3,3,5,3,2,61,0,0,COLLAPSE,AMBITIOUS,11,0,0,225,899,14,591,114,0.030,58479,59750,599,675,450,10,65,0,5,32,1,0,1,8,0
16838,hunter,5,4,8,3,3,3,0,55,0,0,COLLAPSE,NONE,0,0,0,528,21,5,8,37,0.000,16968,18838,0,528,0,1,56,0,0,8,0,0,4,8,0
16838,warlike,4,3,7,3,6,3,95,2958,2958,6,ASCENSION,PASSIVE,587,1,428161,326593,339775,14,1584767,124015,0.000,53966653,18633983,34906378,407318,80725,3567,664,0,3,64,24,0,0,17,6
16838,scholar-ish,7,5,3,3,5,3,2,65,0,0,CONQUEST,AMBITIOUS,12,1,0,278,749,13,149,114,0.017,56962,58751,80,733,455,13,68,0,2,30,1,0,3,8,0
16838,weathered,3,4,3,8,5,3,2,68,0,0,COLLAPSE,AMBITIOUS,7,0,0,560,20,6,4,106,0.011,54088,55958,0,825,265,13,68,0,2,32,1,0,3,8,0
16838,bad,8,3,3,3,1,3,0,55,0,0,COLLAPSE,NONE,0,0,0,162,0,2,9,18,0.000,6744,8614,0,162,0,0,55,0,0,0,0,0,4,3,0
16838,pure-speed,8,4,3,3,4,3,6,96,0,0,COLLAPSE,AMBITIOUS,40,0,0,646,543,178,0,280,0.021,163865,164831,903,2046,1400,42,97,0,0,28,2,0,1,7,0
16838,pure-health,3,8,3,4,4,3,1,56,0,0,COLLAPSE,ZEALOT,0,0,0,498,0,5,4,40,0.002,15832,17702,0,548,50,1,56,0,0,4,1,0,3,7,0
16838,pure-hunting,3,4,8,3,4,3,0,55,0,0,COLLAPSE,NONE,0,0,0,497,0,4,36,37,0.000,16996,18866,0,497,0,0,55,0,0,3,0,0,4,7,0
16838,pure-elements,3,4,3,8,4,3,1,55,0,0,COLLAPSE,PRAGMATIC,0,0,0,438,0,4,22,41,0.013,17714,19584,0,483,45,0,55,0,0,3,1,0,3,7,0
16838,pure-farming,3,4,3,4,8,3,107,2631,2631,6,ASCENSION,PRAGMATIC,557,0,394369,308936,298655,1,987190,135698,0.000,49018204,17010077,31615626,389726,80790,3259,683,0,5,34,27,0,0,17,6
16838,pure-gathering,3,4,3,3,4,8,0,55,0,0,COLLAPSE,NONE,0,0,0,656,0,3,13,32,0.000,14116,15986,0,656,0,0,55,0,0,3,0,0,4,7,0
16838,farm+gathering,3,4,3,3,6,6,110,3653,3653,6,ASCENSION,AMBITIOUS,622,0,486683,557920,521820,10,1961785,194148,0.000,65552367,22831653,42235900,650420,92500,4472,874,0,0,190,28,1,0,18,6
16838,solo-speed,8,4,4,4,4,4,6,70,0,0,COLLAPSE,PASSIVE,3,1,0,199,536,25,51,257,0.013,102096,103909,57,1559,1360,21,76,0,3,24,2,0,1,10,0
16838,solo-health,4,8,4,4,4,4,17,163,0,1,COLLAPSE,ZEALOT,13,0,0,24,4554,534,0,771,0.019,468335,450115,20090,3189,3165,118,173,0,1,43,5,0,1,11,1
16838,solo-hunting,4,4,8,4,4,4,1,57,0,0,COLLAPSE,AMBITIOUS,2,0,0,691,0,6,4,61,0.009,29706,31576,0,766,75,3,58,0,0,18,1,0,3,10,0
16838,solo-elements,4,4,4,8,4,4,1,57,0,0,COLLAPSE,PASSIVE,0,0,0,729,0,6,60,50,0.023,22211,24081,0,774,45,3,58,0,0,5,1,0,3,10,0
16838,solo-farming,4,4,4,4,8,4,95,3360,3360,6,ASCENSION,PASSIVE,555,1,554339,413377,395291,1,1831018,105786,0.000,69509940,19184993,49772477,495102,81725,3928,623,0,6,27,24,0,0,19,6
16838,solo-gathering,4,4,4,4,4,8,0,56,0,0,COLLAPSE,NONE,0,0,0,984,0,4,24,37,0.000,17044,18914,0,984,0,1,56,0,0,5,0,0,4,10,0
16838,duo-speed+health,8,8,3,3,3,3,1,55,0,0,COLLAPSE,ZEALOT,0,0,0,478,316,8,29,41,0.014,16215,18085,0,528,50,1,56,0,0,4,1,0,4,10,0
16838,duo-speed+hunting,8,3,8,3,3,3,10,118,0,0,COLLAPSE,ZEALOT,45,0,0,1097,305,107,0,407,0.010,261106,262975,0,3287,2190,65,120,0,4,24,3,0,0,11,0
16838,duo-speed+elements,8,3,3,8,3,3,1,55,0,0,COLLAPSE,PRAGMATIC,0,0,0,451,0,6,11,43,0.002,18547,20417,0,496,45,1,56,0,0,4,1,0,4,10,0
16838,duo-speed+farming,8,3,3,3,8,3,89,2180,2180,6,ASCENSION,AMBITIOUS,516,7,384793,276638,276441,0,825140,96106,0.000,53036257,18642365,34010969,349888,73250,2654,529,0,4,270,23,0,1,18,6
16838,duo-speed+gathering,8,3,3,3,3,8,0,55,0,0,COLLAPSE,NONE,0,0,0,843,0,5,5,33,0.000,15456,17326,0,843,0,0,55,0,0,3,0,0,4,10,0
16838,duo-health+hunting,3,8,8,3,3,3,0,55,0,0,COLLAPSE,NONE,0,0,0,445,0,4,4,34,0.000,12512,14382,0,445,0,1,56,0,0,4,0,0,4,10,0
16838,duo-health+elements,3,8,3,8,3,3,0,55,0,0,COLLAPSE,NONE,0,0,0,369,0,3,22,33,0.000,11013,12883,0,369,0,1,56,0,0,3,0,0,4,10,0
16838,duo-health+farming,3,8,3,3,8,3,96,4684,4684,6,ASCENSION,ZEALOT,651,1,724869,515074,528142,2,2226282,162198,0.000,81947178,23245521,57978657,592724,77650,5457,828,0,2,23,24,0,0,19,6
16838,duo-health+gathering,3,8,3,3,3,8,0,55,0,0,COLLAPSE,NONE,0,0,0,551,0,2,17,28,0.000,9750,11620,0,551,0,0,55,0,0,0,0,0,4,10,0
16838,duo-hunting+elements,3,3,8,8,3,3,0,55,0,0,COLLAPSE,NONE,0,0,0,348,0,3,13,32,0.000,13626,15496,0,348,0,0,55,0,0,3,0,0,4,10,0
16838,duo-hunting+farming,3,3,8,3,8,3,91,2081,2081,6,ASCENSION,PRAGMATIC,515,14,317689,217501,208090,12,552485,99518,0.000,39509802,15138429,24055553,284011,66510,2568,542,0,1,161,23,0,1,19,6
16838,duo-hunting+gathering,3,3,8,3,3,8,0,55,0,0,COLLAPSE,NONE,0,0,0,536,0,2,10,29,0.000,12786,14656,0,536,0,0,55,0,0,3,0,0,4,10,0
16838,duo-elements+farming,3,3,3,8,8,3,96,2996,2996,6,ASCENSION,PASSIVE,544,19,542199,318231,319670,1,1558630,151505,0.000,61457896,18451764,42465801,393911,75680,3456,515,4,5,119,24,0,1,19,6
16838,duo-elements+gathering,3,3,3,8,3,8,0,55,0,0,COLLAPSE,NONE,0,0,0,380,0,2,6,22,0.000,8806,10676,0,380,0,0,55,0,0,0,0,0,4,10,0
16838,duo-farming+gathering,3,3,3,3,8,8,86,2758,2757,6,ASCENSION,AMBITIOUS,486,0,408092,504745,393937,8,1440773,71270,0.000,51004947,17330196,33268528,575415,70670,3289,587,0,1,60,22,0,0,18,6
24757,naive-even,5,5,5,5,4,4,1,57,0,0,COLLAPSE,AMBITIOUS,1,0,0,82,389,11,17,58,0.019,26440,28310,0,232,150,2,57,0,0,24,1,0,4,10,0
24757,farmer,3,4,3,4,8,3,122,4344,4344,6,ASCENSION,ZEALOT,266,152,666915,490804,463756,10,164337,89907,0.000,106698670,47988810,58044814,523819,33015,5637,1348,1129,28,2828,31,0,4,19,6
24757,farm+elements,3,4,3,6,6,3,121,6346,6346,6,ASCENSION,AMBITIOUS,234,183,958636,614631,643391,0,367476,68466,0.000,110754688,50126216,59671705,648646,34015,8529,2238,1452,27,1828,31,0,4,19,6
24757,hardy,3,8,3,5,4,3,1,55,0,0,COLLAPSE,PRAGMATIC,0,0,0,27,155,6,33,50,0.013,19441,21311,0,102,75,0,55,0,0,11,1,0,4,8,0
24757,swift,8,4,3,3,5,3,122,2296,2296,6,ASCENSION,AMBITIOUS,201,144,243007,293693,258419,2,2537764,92767,0.000,37124414,20268353,16614923,321923,28230,3410,1169,637,36,2735,31,0,4,20,6
24757,hunter,5,4,8,3,3,3,0,55,0,0,COLLAPSE,NONE,0,0,0,0,163,4,9,33,0.000,14758,16628,0,0,0,0,55,0,0,8,0,0,4,8,0
24757,warlike,4,3,7,3,6,3,121,3557,3556,6,ASCENSION,PRAGMATIC,192,135,374806,388039,366847,10,2278903,34749,0.000,59293265,27946369,30973960,411039,23000,5018,1517,1010,43,3398,31,0,4,20,6
24757,scholar-ish,7,5,3,3,5,3,3,62,0,0,COLLAPSE,PASSIVE,14,0,0,66,598,19,59,118,0.020,58932,60694,108,601,535,9,64,0,0,90,1,0,4,8,0
24757,weathered,3,4,3,8,5,3,2,65,0,0,COLLAPSE,ZEALOT,7,1,0,1,365,28,0,111,0.019,53856,55726,0,381,380,11,66,0,4,46,1,0,4,8,0
24757,bad,8,3,3,3,1,3,0,55,0,0,COLLAPSE,NONE,0,0,0,0,103,2,5,16,0.000,5636,7506,0,0,0,0,55,0,0,0,0,0,4,3,0
24757,pure-speed,8,4,3,3,4,3,28,107,0,0,CONQUEST,ZEALOT,0,6,604,3,713,214,735,1161,0.577,251134,244472,7927,2973,2970,62,117,0,7,452,7,0,4,9,0
24757,pure-health,3,8,3,4,4,3,1,55,0,0,COLLAPSE,PRAGMATIC,0,0,0,37,175,6,10,41,0.017,15477,17347,0,92,55,1,56,0,0,7,1,0,4,7,0
24757,pure-hunting,3,4,8,3,4,3,0,55,0,0,COLLAPSE,NONE,0,0,0,253,98,4,2,36,0.000,15794,17664,0,253,0,0,55,0,0,8,0,0,4,7,0
24757,pure-elements,3,4,3,8,4,3,1,55,0,0,COLLAPSE,AMBITIOUS,0,0,0,182,81,4,1,39,0.006,16684,18554,0,247,65,0,55,0,0,12,1,0,4,7,0
24757,pure-farming,3,4,3,4,8,3,122,4344,4344,6,ASCENSION,ZEALOT,266,152,666915,490804,463756,10,164337,89907,0.000,106698670,47988810,58044814,523819,33015,5637,1348,1129,28,2828,31,0,4,19,6
24757,pure-gathering,3,4,3,3,4,8,0,55,0,0,COLLAPSE,NONE,0,0,0,335,184,3,4,32,0.000,13458,15328,0,335,0,0,55,0,0,8,0,0,4,7,0
24757,farm+gathering,3,4,3,3,6,6,103,1963,1963,6,ASCENSION,PASSIVE,205,49,160463,271781,246272,3,5406564,49471,0.000,35680714,19250818,16271301,300036,28255,3042,1134,463,28,3337,26,0,4,17,6
24757,solo-speed,8,4,4,4,4,4,9,122,0,0,CONQUEST,AMBITIOUS,40,2,0,110,1487,79,0,410,0.017,251253,252544,579,2200,2090,72,127,5,2,363,3,0,4,10,0
24757,solo-health,4,8,4,4,4,4,1,64,0,0,COLLAPSE,AMBITIOUS,1,0,0,89,362,8,85,57,0.010,23389,25259,0,244,155,9,64,0,0,26,1,0,4,10,0
24757,solo-hunting,4,4,8,4,4,4,16,59,0,0,COLLAPSE,AMBITIOUS,0,0,0,11,181,6,101,647,0.030,64853,63238,3485,11,0,10,65,0,0,669,4,0,4,11,0
24757,solo-elements,4,4,4,8,4,4,1,55,0,0,COLLAPSE,PRAGMATIC,0,0,0,0,147,5,33,51,0.005,22564,24434,0,0,0,1,56,0,0,12,1,0,4,10,0
